Scenario,Scenario_Display,Algorithm,Run,Local_Parameter_Index,Global_Parameter_Index,Parameter_Type,cNDI,Within_Niche_Variance,Num_Pareto,K_eff
CitySim,Isolated urban junction,XLO-Reduced,8,4,6,Representative,0.6170313299417203,0.031727305177470674,38,4
CitySim,Isolated urban junction,XLO-Reduced,9,0,0,Representative,0.09592279705733472,0.000766765249608552,37,4
CitySim,Isolated urban junction,XLO-Reduced,9,1,2,Representative,0.3430159385168672,0.009804994506383934,37,4
CitySim,Isolated urban junction,XLO-Reduced,9,2,3,Representative,0.46124095326347686,0.017728601413950072,37,4
CitySim,Isolated urban junction,XLO-Reduced,9,3,5,Representative,0.18739309788450695,0.002926347761229367,37,4
CitySim,Isolated urban junction,XLO-Reduced,9,4,6,Representative,0.41787648806333944,0.01455172993967919,37,4
Reactor,Coiled-tube reactor,NSGA-Full,0,0,0,Representative,0.06792498086219721,0.0003844835854274882,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,1,1,Redundant,0.473988180806057,0.01872206629531961,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,2,2,Representative,0.6272072626614444,0.032782412527938516,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,3,3,Redundant,0.9488891275758393,0.07503254803596979,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,4,4,Redundant,0.6994953407430221,0.040774477643433046,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,5,5,Redundant,0.9918735762345098,0.08198443260268633,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,6,6,Redundant,0.8997945078670785,0.06746917969897982,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,7,7,Redundant,0.774573541689303,0.04999701429042588,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,8,8,Redundant,0.7118224885627653,0.04222427126864069,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,9,9,Redundant,0.8547237190889385,0.06087938633110222,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,10,10,Redundant,0.876057269590327,0.06395636163350492,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,11,11,Redundant,0.9102087908324301,0.06904000357571954,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,12,12,Redundant,0.8802977095330194,0.06457700478409002,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,13,13,Redundant,0.925333865589443,0.07135356356722511,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,14,14,Redundant,0.9695382069719819,0.07833369456487048,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,15,15,Redundant,0.7482232651044078,0.04665317120362508,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,16,16,Redundant,0.8955859946780939,0.06683952282196257,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,17,17,Redundant,1.1132659287073297,0.10328008566838276,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,18,18,Redundant,0.6178861165732648,0.031815271087832504,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,19,19,Redundant,0.9249499810275046,0.07129437228356508,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,20,20,Redundant,0.7598485724663345,0.04811415442326053,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,21,21,Redundant,0.984549907547804,0.08077821003769912,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,22,22,Redundant,0.5814450335573514,0.028173193920709126,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,23,23,Redundant,0.8472942081003026,0.05982562292335991,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,24,24,Redundant,0.5359509701690761,0.02393695353543116,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,25,25,Redundant,1.09865760740011,0.10058737819151119,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,26,26,Redundant,1.0310883158127024,0.08859525958378958,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,27,27,Redundant,1.0094057834443908,0.08490833630424871,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,28,28,Redundant,0.5544292303335172,0.025615980954018028,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,29,29,Redundant,0.5639266608953105,0.026501106572377878,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,30,30,Redundant,0.7142005936345406,0.042506873995660846,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,31,31,Redundant,0.6555971444775146,0.03581730132058926,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,32,32,Redundant,1.197091191749693,0.11941894344705835,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,33,33,Redundant,1.08854913413227,0.09874493478500956,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,34,34,Redundant,1.0145808792808944,0.08578119671686607,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,35,35,Redundant,0.9447265475933982,0.07437568747731178,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,36,36,Redundant,0.7159234866116014,0.042712203223509326,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,37,37,Redundant,0.6054252228199323,0.030544975035547046,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,38,38,Redundant,0.723579586568932,0.04363061817493888,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,39,39,Redundant,0.7798729262109773,0.0506834817530727,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,40,40,Redundant,0.8646143341675269,0.06229649557066299,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,41,41,Redundant,0.6510642661894188,0.03532372322573054,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,42,42,Redundant,1.0560036761010698,0.09292864699491445,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,43,43,Redundant,0.9990841963173345,0.08318076927758784,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,44,44,Redundant,0.5728462660180674,0.027346070374236867,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,45,45,Redundant,0.984444391644756,0.08076089668673447,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,46,46,Redundant,0.9531700268654012,0.0757110916762158,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,47,47,Redundant,1.04331910679295,0.09070956321660323,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,48,48,Redundant,0.5713958324404262,0.027207766444190637,24,4
Reactor,Coiled-tube reactor,NSGA-Full,0,49,49,Redundant,0.9761163654198919,0.07940026323671166,24,4
Reactor,Coiled-tube reactor,NSGA-Full,1,0,0,Representative,0.21198233832911095,0.0037447093136231385,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,1,1,Redundant,0.5687216270689669,0.02695369075799776,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,2,2,Representative,0.7044410629032298,0.04135310092535269,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,3,3,Redundant,0.6970314619247372,0.0404877382427447,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,4,4,Redundant,0.6501607590878186,0.035225751054804036,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,5,5,Redundant,0.7513621955167074,0.0470454290709739,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,6,6,Redundant,0.8932288260542609,0.06648814464118942,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,7,7,Redundant,0.8915105222662268,0.06623258427595005,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,8,8,Redundant,0.7686259643538094,0.04923215608990195,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,9,9,Redundant,0.8332385538017584,0.05785720729513715,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,10,10,Redundant,0.7207243732479485,0.04328696851613734,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,11,11,Redundant,0.8446091518143152,0.05944705161070807,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,12,12,Redundant,0.8340475193929101,0.0579696053837889,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,13,13,Redundant,0.68215347916916,0.038777780761882465,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,14,14,Redundant,0.6460218116027927,0.03477868175554619,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,15,15,Redundant,0.7672465375251001,0.04905560411202124,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,16,16,Redundant,0.6551103890707428,0.03576413515570167,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,17,17,Redundant,0.7553772764031745,0.04754956914218983,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,18,18,Redundant,0.7491705651217081,0.04677137797039829,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,19,19,Redundant,0.9146471531314865,0.06971495122762775,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,20,20,Redundant,0.8388162479465163,0.05863439148492263,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,21,21,Redundant,0.7269824708936438,0.044041959415552306,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,22,22,Redundant,0.633260680829659,0.033418257490403606,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,23,23,Redundant,0.9078873475342688,0.06868828631773417,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,24,24,Redundant,0.9363334342876976,0.0730600250137495,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,25,25,Redundant,1.0883609439398865,0.09871079535781005,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,26,26,Redundant,1.0626088135859104,0.09409479089253801,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,27,27,Redundant,0.9755051274055511,0.07930085446621003,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,28,28,Redundant,0.826507984468552,0.056926287365855685,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,29,29,Redundant,0.7237555037667649,0.0436518357693903,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,30,30,Redundant,0.9927524050861541,0.08212977815036196,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,31,31,Redundant,0.5423770750818765,0.02451440763119762,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,32,32,Redundant,1.180975459680866,0.11622525303070273,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,33,33,Redundant,0.7582249590696136,0.04790875737967643,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,34,34,Redundant,0.974540936720995,0.07914416977875285,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,35,35,Redundant,0.8019716290734789,0.053596541153230794,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,36,36,Redundant,0.7371957104517797,0.045288126292375344,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,37,37,Redundant,0.8226290161618881,0.05639320818595633,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,38,38,Redundant,0.8327134607072031,0.05778430897024722,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,39,39,Redundant,0.6600620813683004,0.03630682927168773,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,40,40,Redundant,0.6586950659057788,0.03615659915405151,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,41,41,Redundant,0.8733144533380633,0.06355651120076337,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,42,42,Redundant,0.8141825630759227,0.0552411038347399,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,43,43,Redundant,0.8372812305443237,0.05841998825181808,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,44,44,Redundant,0.7081458808789339,0.04178921571715011,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,45,45,Redundant,0.8785681463891745,0.06432349898747582,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,46,46,Redundant,0.8769441140916688,0.06408591493666849,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,47,47,Redundant,0.8921950632310074,0.06633433590448178,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,48,48,Redundant,0.7613215856780811,0.04830087973494897,30,5
Reactor,Coiled-tube reactor,NSGA-Full,1,49,49,Redundant,0.6693973027409563,0.03734106240973896,30,5
Reactor,Coiled-tube reactor,NSGA-Full,2,0,0,Representative,0.23930162800102014,0.004772105763661553,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,1,1,Redundant,0.288487835140655,0.00693543591867848,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,2,2,Representative,0.6585343821658546,0.036138961041213655,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,3,3,Redundant,0.7864624551316789,0.05154359944431233,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,4,4,Redundant,0.8786774063418262,0.0643394987012999,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,5,5,Redundant,0.7157257605526565,0.04268861369322321,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,6,6,Redundant,0.8358063505149748,0.058214354630096735,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,7,7,Redundant,0.9626960219374981,0.07723196922119033,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,8,8,Redundant,0.9424749190596317,0.07402158108803827,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,9,9,Redundant,0.7684076985435205,0.04920419926507916,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,10,10,Redundant,0.8780976727543501,0.06425462690805049,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,11,11,Redundant,0.7543956100368648,0.04742606137024113,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,12,12,Redundant,0.8505605505257876,0.060287770842560914,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,13,13,Redundant,0.9144253746310073,0.06968114714742149,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,14,14,Redundant,0.8112413420679886,0.05484270959002262,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,15,15,Redundant,0.7703383533011363,0.049451764880558864,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,16,16,Redundant,0.7903023301962468,0.05204814775946812,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,17,17,Redundant,0.741764149754288,0.04585117115505847,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,18,18,Redundant,0.8820663669573111,0.06483675630977248,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,19,19,Redundant,0.7727269608365912,0.04975891300031289,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,20,20,Redundant,1.0921169504529904,0.09939328612222828,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,21,21,Redundant,0.9243192728648147,0.07119717651577832,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,22,22,Redundant,0.8574339599328058,0.06126608297050436,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,23,23,Redundant,0.7024504543333496,0.04111972006609411,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,24,24,Redundant,0.7857094139921916,0.05144494026966277,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,25,25,Redundant,0.8921852648822071,0.06633287890607782,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,26,26,Redundant,0.9413235749958917,0.07384083940358718,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,27,27,Redundant,1.1511993062855086,0.11043832023268638,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,28,28,Redundant,0.672514740956466,0.037689673066978555,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,29,29,Redundant,0.9604000912655007,0.0768640279418985,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,30,30,Redundant,0.8337267756111417,0.057925028030912595,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,31,31,Redundant,0.8556329868404946,0.06100898401413217,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,32,32,Redundant,0.978100857052178,0.07972344054718376,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,33,33,Redundant,0.9889217212321382,0.0814971808937279,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,34,34,Redundant,0.8915310806716181,0.06623563898362528,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,35,35,Redundant,0.9928926253622193,0.08215298045822336,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,36,36,Redundant,0.6223588793246143,0.03227754788951582,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,37,37,Redundant,0.7442742899921668,0.04616201822861201,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,38,38,Redundant,1.0398540518413788,0.09010803742757774,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,39,39,Redundant,1.0297296912691638,0.08836193642344063,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,40,40,Redundant,0.7544348477983588,0.047430994964377735,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,41,41,Redundant,0.8296550841630628,0.05736062988980156,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,42,42,Redundant,0.7012737361871608,0.04098207108882497,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,43,43,Redundant,0.7498509360967419,0.046856368863763334,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,44,44,Redundant,0.8099349851070374,0.05466622334169474,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,45,45,Redundant,1.0503549357702704,0.09193712425808073,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,46,46,Redundant,1.0585194035270726,0.0933719439702758,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,47,47,Redundant,0.9141052543217872,0.06963236799822493,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,48,48,Redundant,0.8313566506392425,0.057596156713508276,28,5
Reactor,Coiled-tube reactor,NSGA-Full,2,49,49,Redundant,0.5897002221490242,0.028978862666884042,28,5
Reactor,Coiled-tube reactor,NSGA-Full,3,0,0,Representative,0.06536181809447138,0.0003560139387178971,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,1,1,Redundant,0.3605946056291601,0.01083570580073746,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,2,2,Representative,0.8236840242123709,0.056537947645223796,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,3,3,Redundant,0.7467126755854858,0.046464984990002914,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,4,4,Redundant,0.7460347566548668,0.04638065484475719,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,5,5,Redundant,0.9070225381436466,0.0685574903917119,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,6,6,Redundant,1.1639836921946125,0.11290483630791687,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,7,7,Redundant,0.6622842667121591,0.0365517041612052,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,8,8,Redundant,0.8816249466900514,0.06477187888551966,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,9,9,Redundant,0.8042092407019381,0.05389604190253231,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,10,10,Redundant,0.8963636640730791,0.06695565152254297,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,11,11,Redundant,0.8629693296907255,0.062059671998905004,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,12,12,Redundant,1.0707133109575946,0.09553558285514786,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,13,13,Redundant,0.5270120640259017,0.023145142969070095,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,14,14,Redundant,0.7249097148255813,0.043791174554042134,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,15,15,Redundant,0.9303707927719186,0.0721324843369207,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,16,16,Redundant,0.6161602101030904,0.03163778370952371,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,17,17,Redundant,0.7903905216039063,0.052059764720107926,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,18,18,Redundant,0.7068843636734551,0.04164045863383546,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,19,19,Redundant,0.6598506393440834,0.03628357218689964,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,20,20,Redundant,1.0541335737711284,0.09259979927929092,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,21,21,Redundant,0.7246040143448399,0.04375424813372142,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,22,22,Redundant,0.7818958504437433,0.05094676007842873,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,23,23,Redundant,0.9398312361285353,0.07360689603357422,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,24,24,Redundant,0.7935000909377373,0.05247019952651646,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,25,25,Redundant,1.0017250862271334,0.08362109569806317,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,26,26,Redundant,1.1343866669377338,0.10723609251050839,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,27,27,Redundant,0.9852527951718972,0.08089358919950303,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,28,28,Redundant,0.6549014679824409,0.035741327730463006,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,29,29,Redundant,0.8347679680646296,0.05806979670889588,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,30,30,Redundant,0.7271261009848551,0.04405936389445314,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,31,31,Redundant,0.6678004822295105,0.0371631236721639,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,32,32,Redundant,1.2082852781546374,0.12166277611710244,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,33,33,Redundant,0.8282050576000509,0.05716030145285864,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,34,34,Redundant,1.0054262239779457,0.08424015765521252,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,35,35,Redundant,1.096430526735136,0.1001799916630573,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,36,36,Redundant,0.6794386196933944,0.038469736494238745,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,37,37,Redundant,0.8684901724011682,0.06285626496311758,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,38,38,Redundant,0.9613771398797034,0.07702050042360657,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,39,39,Redundant,0.7564430559097649,0.04768384140284198,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,40,40,Redundant,0.7944643642979901,0.05259780217828412,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,41,41,Redundant,0.7508360777664427,0.04697956797297464,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,42,42,Redundant,0.8247967016851754,0.056690799925895353,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,43,43,Redundant,0.796498775258337,0.05286752491566925,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,44,44,Redundant,0.6206898972431925,0.03210466237831373,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,45,45,Redundant,0.8655246484584573,0.06242774309076134,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,46,46,Redundant,0.9462378557056922,0.07461383996420887,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,47,47,Redundant,0.8125961370094239,0.055026040156886544,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,48,48,Redundant,0.7069029845319247,0.04164265246167855,24,4
Reactor,Coiled-tube reactor,NSGA-Full,3,49,49,Redundant,0.7860993115073869,0.051496010629365645,24,4
Reactor,Coiled-tube reactor,NSGA-Full,4,0,0,Representative,0.19066252556504776,0.003029349887903541,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,1,1,Redundant,0.36639860968453714,0.011187328431563483,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,2,2,Representative,0.5635511623617538,0.026465826049940324,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,3,3,Redundant,0.8044902767517593,0.053933717115676856,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,4,4,Redundant,0.6887011594255601,0.03952577391617589,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,5,5,Redundant,0.9282058636997111,0.07179717711721056,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,6,6,Redundant,0.8762568147054122,0.0639855004431396,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,7,7,Redundant,0.9048245078171498,0.06822561582887895,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,8,8,Redundant,0.776670890570823,0.05026813935500627,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,9,9,Redundant,1.1359243231645821,0.10752700566307616,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,10,10,Redundant,0.7781656749960221,0.05046181814516789,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,11,11,Redundant,0.8425468954715297,0.05915710592239275,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,12,12,Redundant,0.9666298598235603,0.07786444049187631,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,13,13,Redundant,0.6786739852714789,0.03838319819035597,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,14,14,Redundant,0.7218252482447366,0.043419307416964634,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,15,15,Redundant,0.6188879490177298,0.031918524453281014,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,16,16,Redundant,0.7342042260421411,0.044921320461511614,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,17,17,Redundant,0.7640217560722297,0.048644103645974476,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,18,18,Redundant,0.7810773099297176,0.05084014700725368,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,19,19,Redundant,0.8554799322919925,0.060987159546192674,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,20,20,Redundant,1.037181847976582,0.08964551548100982,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,21,21,Redundant,0.8866028814426292,0.06550538911519774,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,22,22,Redundant,0.611204509415169,0.03113091269411978,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,23,23,Redundant,0.8604018839601454,0.06169095016018062,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,24,24,Redundant,0.7857126087730724,0.051445358632082265,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,25,25,Redundant,0.9664546884535019,0.07783622206947963,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,26,26,Redundant,0.8438790923803247,0.05934432687972005,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,27,27,Redundant,0.7384713215276855,0.04544499105990385,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,28,28,Redundant,0.7173198826710266,0.042878984506264615,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,29,29,Redundant,0.6342513338789193,0.033522896210599035,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,30,30,Redundant,1.030035239502534,0.08841438288475356,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,31,31,Redundant,0.6562586312181374,0.035889615920691946,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,32,32,Redundant,0.9831468322657965,0.08054814114952251,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,33,33,Redundant,0.9622493426626847,0.07716031645456406,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,34,34,Redundant,1.0043837903427146,0.08406556652526652,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,35,35,Redundant,0.7272806475437184,0.04407809502430086,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,36,36,Redundant,0.6635731448827454,0.03669410988413142,32,5
Reactor,Coiled-tube reactor,NSGA-Full,4,37,37,Redundant,0.6004650557652553,0.030046523599597596,32,5
