id,interval,travel_time
NBT,0,14.913768115942029
NBT,1,15.805714285714288
NBT,2,17.037719298245612
NBT,3,9.924822695035461
NBL,0,46.70888888888889
NBL,1,35.01862745098039
NBL,2,32.41969696969697
NBL,3,30.110000000000003
SBT,0,24.485185185185184
SBT,1,21.854597701149423
SBT,2,22.099444444444444
SBT,3,32.055345911949686
SBL,0,31.259259259259256
SBL,1,20.205128205128208
SBL,2,30.109523809523807
SBL,3,67.29047619047618
